Year,Dimension,Municipio,GeoCode,Value
2019,valor municipio,Puente de Génave,23071.0,38.81
2019,valor municipio,Puerta de Segura (La),23072.0,97.38
2019,valor municipio,Quesada,23073.0,328.09
2019,valor municipio,Rus,23074.0,47.08
2019,valor municipio,Sabiote,23075.0,112.11
2019,valor municipio,Santa Elena,23076.0,145.36
2019,valor municipio,Santiago de Calatrava,23077.0,47.51
2019,valor municipio,Santiago-Pontones,23904.0,682.3
2019,valor municipio,Santisteban del Puerto,23079.0,372.62
2019,valor municipio,Santo Tomé,23080.0,73.42
2019,valor municipio,Segura de la Sierra,23081.0,224.83
2019,valor municipio,Siles,23082.0,177.69
2019,valor municipio,Sorihuela del Guadalimar,23084.0,55.26
2019,valor municipio,Torreblascopedro,23085.0,61.38
2019,valor municipio,Torredelcampo,23086.0,182.05
2019,valor municipio,Torredonjimeno,23087.0,157.68
2019,valor municipio,Torreperogil,23088.0,90.87
2019,valor municipio,Torres,23090.0,79.98
2019,valor municipio,Torres de Albánchez,23091.0,64.83
2019,valor municipio,Úbeda,23092.0,403.45
2019,valor municipio,Valdepeñas de Jaén,23093.0,183.68
2019,valor municipio,Vilches,23094.0,273.38
2019,valor municipio,Villacarrillo,23095.0,239.37
2019,valor municipio,Villanueva de la Reina,23096.0,209.12
2019,valor municipio,Villanueva del Arzobispo,23097.0,177.67
2019,valor municipio,Villardompardo,23098.0,17.46
2019,valor municipio,Villares (Los),23099.0,88.55
2019,valor municipio,Villarrodrigo,23101.0,78.43
2019,valor municipio,Villatorres,23903.0,72.62
2019,valor municipio,Alameda,29001.0,65.09
2019,valor municipio,Alcaucín,29002.0,45.1
2019,valor municipio,Alfarnate,29003.0,33.97
2019,valor municipio,Alfarnatejo,29004.0,20.35
2019,valor municipio,Algarrobo,29005.0,9.7
2019,valor municipio,Algatocín,29006.0,19.72
2019,valor municipio,Alhaurín de la Torre,29007.0,82.67
2019,valor municipio,Alhaurín el Grande,29008.0,73.08
2019,valor municipio,Almáchar,29009.0,14.39
2019,valor municipio,Almargen,29010.0,34.37
2019,valor municipio,Almogía,29011.0,162.83
2019,valor municipio,Álora,29012.0,169.58
2019,valor municipio,Alozaina,29013.0,33.85
2019,valor municipio,Alpandeire,29014.0,31.25
2019,valor municipio,Antequera,29015.0,749.2
2019,valor municipio,Árchez,29016.0,4.79
2019,valor municipio,Archidona,29017.0,186.18
2019,valor municipio,Ardales,29018.0,106.45
2019,valor municipio,Arenas,29019.0,26.29
2019,valor municipio,Arriate,29020.0,8.27
2019,valor municipio,Atajate,29021.0,10.9
2019,valor municipio,Benadalid,29022.0,20.68
2019,valor municipio,Benahavís,29023.0,145.4
2019,valor municipio,Benalauría,29024.0,19.75
2019,valor municipio,Benalmádena,29025.0,26.8
2019,valor municipio,Benamargosa,29026.0,12.11
2019,valor municipio,Benamocarra,29027.0,5.73
2019,valor municipio,Benaoján,29028.0,32.0
2019,valor municipio,Benarrabá,29029.0,24.9
2019,valor municipio,Borge (El),29030.0,24.38
2019,valor municipio,Burgo (El),29031.0,118.35
2019,valor municipio,Campillos,29032.0,187.42
2019,valor municipio,Canillas de Aceituno,29033.0,42.0
2019,valor municipio,Canillas de Albaida,29034.0,33.2
2019,valor municipio,Cañete la Real,29035.0,164.97
2019,valor municipio,Carratraca,29036.0,22.56
2019,valor municipio,Cartajima,29037.0,21.47
2019,valor municipio,Cártama,29038.0,105.07
2019,valor municipio,Casabermeja,29039.0,67.26
2019,valor municipio,Casarabonela,29040.0,113.72
2019,valor municipio,Casares,29041.0,162.37
2019,valor municipio,Coín,29042.0,127.34
2019,valor municipio,Colmenar,29043.0,65.92
2019,valor municipio,Comares,29044.0,25.49
2019,valor municipio,Cómpeta,29045.0,54.2
2019,valor municipio,Cortes de la Frontera,29046.0,175.34
2019,valor municipio,Cuevas Bajas,29047.0,16.51
2019,valor municipio,Cuevas de San Marcos,29049.0,36.87
2019,valor municipio,Cuevas del Becerro,29048.0,16.3
2019,valor municipio,Cútar,29050.0,19.41
2019,valor municipio,Estepona,29051.0,137.35
2019,valor municipio,Faraján,29052.0,20.41
2019,valor municipio,Frigiliana,29053.0,40.49
2019,valor municipio,Fuengirola,29054.0,10.31
2019,valor municipio,Fuente de Piedra,29055.0,90.53
2019,valor municipio,Gaucín,29056.0,98.26
2019,valor municipio,Genalguacil,29057.0,31.87
2019,valor municipio,Guaro,29058.0,22.39
2019,valor municipio,Humilladero,29059.0,34.65
2019,valor municipio,Igualeja,29060.0,43.87
2019,valor municipio,Istán,29061.0,99.28
2019,valor municipio,Iznate,29062.0,7.46
2019,valor municipio,Jimera de Líbar,29063.0,27.18
2019,valor municipio,Jubrique,29064.0,39.33
2019,valor municipio,Júzcar,29065.0,33.66
2019,valor municipio,Macharaviaya,29066.0,7.26
2019,valor municipio,Málaga,29067.0,394.88
2019,valor municipio,Manilva,29068.0,35.55
2019,valor municipio,Marbella,29069.0,117.11
2019,valor municipio,Mijas,29070.0,148.68
2019,valor municipio,Moclinejo,29071.0,14.28
2019,valor municipio,Mollina,29072.0,74.54
2019,valor municipio,Monda,29073.0,57.65
2019,valor municipio,Montecorto,29903.0,54.5
2019,valor municipio,Montejaque,29074.0,45.47
2019,valor municipio,Nerja,29075.0,85.02
2019,valor municipio,Ojén,29076.0,85.6
2019,valor municipio,Parauta,29077.0,44.46
2019,valor municipio,Periana,29079.0,58.73
2019,valor municipio,Pizarra,29080.0,63.6
2019,valor municipio,Pujerra,29081.0,24.39
2019,valor municipio,Rincón de la Victoria,29082.0,27.87
2019,valor municipio,Riogordo,29083.0,39.97
2019,valor municipio,Ronda,29084.0,397.34
2019,valor municipio,Salares,29085.0,10.28
2019,valor municipio,Sayalonga,29086.0,18.29
2019,valor municipio,Sedella,29087.0,31.6
2019,valor municipio,Serrato,29904.0,29.11
2019,valor municipio,Sierra de Yeguas,29088.0,85.62
2019,valor municipio,Teba,29089.0,143.73
2019,valor municipio,Tolox,29090.0,94.43
2019,valor municipio,Torremolinos,29901.0,19.87
2019,valor municipio,Torrox,29091.0,49.94
2019,valor municipio,Totalán,29092.0,9.2
2019,valor municipio,Valle de Abdalajís,29093.0,21.17
2019,valor municipio,Vélez-Málaga,29094.0,157.94
2019,valor municipio,Villanueva de Algaidas,29095.0,70.74
2019,valor municipio,Villanueva de la Concepción,29902.0,66.41
2019,valor municipio,Villanueva de Tapia,29098.0,21.86
2019,valor municipio,Villanueva del Rosario,29096.0,43.94
2019,valor municipio,Villanueva del Trabuco,29097.0,59.14
2019,valor municipio,Viñuela,29099.0,27.2
2019,valor municipio,Yunquera,29100.0,55.15
2019,valor municipio,Aguadulce,41001.0,13.69
2019,valor municipio,Alanís,41002.0,281.2
2019,valor municipio,Albaida del Aljarafe,41003.0,10.93
2019,valor municipio,Alcalá de Guadaíra,41004.0,285.21
2019,valor municipio,Alcalá del Río,41005.0,82.65
2019,valor municipio,Alcolea del Río,41006.0,50.2
2019,valor municipio,Algaba (La),41007.0,18.13
2019,valor municipio,Algámitas,41008.0,20.43
2019,valor municipio,Almadén de la Plata,41009.0,256.02
2019,valor municipio,Almensilla,41010.0,14.11
2019,valor municipio,Arahal,41011.0,201.23
2019,valor municipio,Aznalcázar,41012.0,450.21
2019,valor municipio,Aznalcóllar,41013.0,199.47
2019,valor municipio,Badolatosa,41014.0,47.78
2019,valor municipio,Benacazón,41015.0,32.17
2019,valor municipio,Bollullos de la Mitación,41016.0,62.61
2019,valor municipio,Bormujos,41017.0,12.24
2019,valor municipio,Brenes,41018.0,21.48
2019,valor municipio,Burguillos,41019.0,43.18
2019,valor municipio,Cabezas de San Juan (Las),41020.0,229.9
2019,valor municipio,Camas,41021.0,11.66
2019,valor municipio,Campana (La),41022.0,125.81
2019,valor municipio,Cantillana,41023.0,107.11
2019,valor municipio,Cañada Rosal,41901.0,25.83
2019,valor municipio,Carmona,41024.0,922.57
2019,valor municipio,Carrión de los Céspedes,41025.0,6.04
2019,valor municipio,Casariche,41026.0,52.88
2019,valor municipio,Castilblanco de los Arroyos,41027.0,323.84
2019,valor municipio,Castilleja de Guzmán,41028.0,2.04
2019,valor municipio,Castilleja de la Cuesta,41029.0,2.17
2019,valor municipio,Castilleja del Campo,41030.0,16.24
2019,valor municipio,Castillo de las Guardas (El),41031.0,259.07
2019,valor municipio,Cazalla de la Sierra,41032.0,356.39
2019,valor municipio,Constantina,41033.0,481.57
2019,valor municipio,Coria del Río,41034.0,62.07
2019,valor municipio,Coripe,41035.0,51.47
2019,valor municipio,Coronil (El),41036.0,91.69
2019,valor municipio,Corrales (Los),41037.0,67.53
2019,valor municipio,Cuervo de Sevilla (El),41903.0,30.47
2019,valor municipio,Dos Hermanas,41038.0,160.73
2019,valor municipio,Écija,41039.0,978.51
2019,valor municipio,Espartinas,41040.0,22.71
2019,valor municipio,Estepa,41041.0,189.95
2019,valor municipio,Fuentes de Andalucía,41042.0,150.56
2019,valor municipio,Garrobo (El),41043.0,44.37
2019,valor municipio,Gelves,41044.0,8.07
2019,valor municipio,Gerena,41045.0,129.22
2019,valor municipio,Gilena,41046.0,50.96
2019,valor municipio,Gines,41047.0,2.91
2019,valor municipio,Guadalcanal,41048.0,275.09
2019,valor municipio,Guillena,41049.0,227.14
2019,valor municipio,Herrera,41050.0,53.47
2019,valor municipio,Huévar del Aljarafe,41051.0,57.67
2019,valor municipio,Isla Mayor,41902.0,114.51
2019,valor municipio,Lantejuela,41052.0,17.75
2019,valor municipio,Lebrija,41053.0,375.58
2019,valor municipio,Lora de Estepa,41054.0,18.08
2019,valor municipio,Lora del Río,41055.0,294.37
2019,valor municipio,Luisiana (La),41056.0,42.98
2019,valor municipio,Madroño (El),41057.0,103.07
2019,valor municipio,Mairena del Alcor,41058.0,69.96
2019,valor municipio,Mairena del Aljarafe,41059.0,17.71
2019,valor municipio,Marchena,41060.0,378.66
2019,valor municipio,Marinaleda,41061.0,24.82
2019,valor municipio,Martín de la Jara,41062.0,49.23
2019,valor municipio,Molares (Los),41063.0,42.78
2019,valor municipio,Montellano,41064.0,116.77
2019,valor municipio,Morón de la Frontera,41065.0,432.08
2019,valor municipio,Navas de la Concepción (Las),41066.0,63.38
2019,valor municipio,Olivares,41067.0,45.54
2019,valor municipio,Osuna,41068.0,592.29
2019,valor municipio,Palacios y Villafranca (Los),41069.0,109.56
2019,valor municipio,Palmar de Troya (El),41904.0,33.04
2019,valor municipio,Palomares del Río,41070.0,13.13
2019,valor municipio,Paradas,41071.0,109.82
2019,valor municipio,Pedrera,41072.0,60.63
2019,valor municipio,Pedroso (El),41073.0,314.34
2019,valor municipio,Peñaflor,41074.0,82.91
2019,valor municipio,Pilas,41075.0,46.0
2019,valor municipio,Pruna,41076.0,100.65
2019,valor municipio,Puebla de Cazalla (La),41077.0,189.84
2019,valor municipio,Puebla de los Infantes (La),41078.0,154.28
2019,valor municipio,Puebla del Río (La),41079.0,375.21
2019,valor municipio,Real de la Jara (El),41080.0,157.5
2019,valor municipio,Rinconada (La),41081.0,138.8
2019,valor municipio,Roda de Andalucía (La),41082.0,76.67
2019,valor municipio,Ronquillo (El),41083.0,76.61
2019,valor municipio,Rubio (El),41084.0,20.8
2019,valor municipio,Salteras,41085.0,57.45
2019,valor municipio,San Juan de Aznalfarache,41086.0,4.08
2019,valor municipio,San Nicolás del Puerto,41088.0,45.01
2019,valor municipio,Sanlúcar la Mayor,41087.0,136.33
2019,valor municipio,Santiponce,41089.0,8.41
2019,valor municipio,Saucejo (El),41090.0,92.3
2019,valor municipio,Sevilla,41091.0,141.63
2019,valor municipio,Tocina,41092.0,15.63
2019,valor municipio,Tomares,41093.0,5.17
2019,valor municipio,Umbrete,41094.0,12.48
2019,valor municipio,Utrera,41095.0,651.74
2019,valor municipio,Valencina de la Concepción,41096.0,25.17
2019,valor municipio,Villamanrique de la Condesa,41097.0,57.74
2019,valor municipio,Villanueva de San Juan,41100.0,34.75
2019,valor municipio,Villanueva del Ariscal,41098.0,4.72
2019,valor municipio,Villanueva del Río y Minas,41099.0,150.8
2019,valor municipio,Villaverde del Río,41101.0,41.18
2019,valor municipio,Viso del Alcor (El),41102.0,20.23
